State,Date,Population,Food Wasted (Tonnes),Wastage by Type,Sector,Greenhouse Gas Emissions (CO2eq),Waste Disposal Method,Food Insecurity Rate (%),Cold Chain Infrastructure,Economic Cost of Waste (INR Cr)
Bihar,2011-06-01,103065366,472382.93,"{'Fruits': 118095.73274110377, 'Vegetables': 141714.8792893245, 'Grains': 94476.58619288303, 'Dairy': 70857.43964466226, 'Meat': 23619.146548220757, 'Processed Foods': 23619.146548220757}",Agriculture,508167.18,"{'Landfill': 310248.43111332506, 'Composting': 139803.5423463493, 'Recycling': 70238.70752203341}",19.69,Low,267774760.16
Chhattisgarh,2011-06-01,25061065,114863.22,"{'Fruits': 28715.804735593625, 'Vegetables': 34458.96568271235, 'Grains': 22972.643788474903, 'Dairy': 17229.482841356174, 'Meat': 5743.160947118726, 'Processed Foods': 5743.160947118726}",Food Processing,101845.54,"{'Landfill': 66091.03347257145, 'Composting': 21726.493025033957, 'Recycling': 13800.338009981098}",16.74,High,15832270.88
Goa,2011-06-01,1326846,6081.38,"{'Fruits': 1520.3446475158853, 'Vegetables': 1824.4135770190624, 'Grains': 1216.2757180127082, 'Dairy': 912.2067885095312, 'Meat': 304.06892950317706, 'Processed Foods': 304.06892950317706}",Household,5126.91,"{'Landfill': 4021.998328697214, 'Composting': 857.1366909746166, 'Recycling': 867.3526320652127}",35.5,Medium,44379.8
Gujarat,2011-06-01,60489537,277243.71,"{'Fruits': 69310.92860851475, 'Vegetables': 83173.1143302177, 'Grains': 55448.7428868118, 'Dairy': 41586.55716510885, 'Meat': 13862.18572170295, 'Processed Foods': 13862.18572170295}",Agriculture,264965.14,"{'Landfill': 171756.10246152247, 'Composting': 54598.471617276264, 'Recycling': 32486.58485626525}",18.08,Medium,92236892.63
Haryana,2011-06-01,25268171,115812.45,"{'Fruits': 28953.113344713285, 'Vegetables': 34743.736013655944, 'Grains': 23162.49067577063, 'Dairy': 17371.868006827972, 'Meat': 5790.622668942658, 'Processed Foods': 5790.622668942658}",Household,99019.42,"{'Landfill': 70878.88467869919, 'Composting': 27063.994528084244, 'Recycling': 15776.509923605776}",28.11,High,16095029.23
Himachal Pradesh,2011-06-01,6065917,27802.12,"{'Fruits': 6950.530391885082, 'Vegetables': 8340.636470262098, 'Grains': 5560.424313508066, 'Dairy': 4170.318235131049, 'Meat': 1390.1060783770165, 'Processed Foods': 1390.1060783770165}",Food Processing,28161.14,"{'Landfill': 16088.955098286155, 'Composting': 2842.602279077245, 'Recycling': 3614.9952137521964}",32.66,High,927549.56
Jharkhand,2011-06-01,33497618,153530.75,"{'Fruits': 38382.687717246605, 'Vegetables': 46059.22526069592, 'Grains': 30706.150173797287, 'Dairy': 23029.61263034796, 'Meat': 7676.537543449322, 'Processed Foods': 7676.537543449322}",Food Processing,145565.8,"{'Landfill': 103657.83478633148, 'Composting': 25178.562058354426, 'Recycling': 22130.62627660443}",19.15,Low,28286029.75
Karnataka,2011-06-01,61156844,280302.2,"{'Fruits': 70075.55117871417, 'Vegetables': 84090.661414457, 'Grains': 56060.44094297134, 'Dairy': 42045.3307072285, 'Meat': 14015.110235742835, 'Processed Foods': 14015.110235742835}",Household,239812.84,"{'Landfill': 169199.42209744878, 'Composting': 42720.967111783495, 'Recycling': 51420.20746001177}",18.6,High,94283191.16
Kerala,2011-06-01,34008336,155871.54,"{'Fruits': 38967.88501509249, 'Vegetables': 46761.462018110986, 'Grains': 31174.308012073994, 'Dairy': 23380.731009055493, 'Meat': 7793.5770030184985, 'Processed Foods': 7793.5770030184985}",Household,183854.98,"{'Landfill': 107143.04396546967, 'Composting': 23000.507082790085, 'Recycling': 20421.856979404507}",24.47,Medium,29155124.4
Madhya Pradesh,2011-06-01,73041785,334774.85,"{'Fruits': 83693.71253825942, 'Vegetables': 100432.45504591131, 'Grains': 66954.97003060754, 'Dairy': 50216.227522955654, 'Meat': 16738.742507651885, 'Processed Foods': 16738.742507651885}",Agriculture,292659.51,"{'Landfill': 190134.75617154385, 'Composting': 47544.037326512575, 'Recycling': 60656.91639933401}",26.52,High,134489040.35
Maharashtra,2011-06-01,113841708,521774.5,"{'Fruits': 130443.62461521657, 'Vegetables': 156532.34953825988, 'Grains': 104354.89969217326, 'Dairy': 78266.17476912994, 'Meat': 26088.724923043315, 'Processed Foods': 26088.724923043315}",Household,455395.31,"{'Landfill': 312894.11216195265, 'Composting': 97369.88740961491, 'Recycling': 72035.4702250462}",27.9,Medium,326698352.69
Manipur,2011-06-01,2184241,10011.11,"{'Fruits': 2502.7764000680163, 'Vegetables': 3003.3316800816197, 'Grains': 2002.2211200544132, 'Dairy': 1501.6658400408098, 'Meat': 500.5552800136033, 'Processed Foods': 500.5552800136033}",Household,11798.65,"{'Landfill': 5969.070746694758, 'Composting': 2882.9675981314836, 'Recycling': 1517.821832000725}",11.81,High,120266.68
Meghalaya,2011-06-01,2304768,10563.52,"{'Fruits': 2640.880170647531, 'Vegetables': 3169.0562047770372, 'Grains': 2112.704136518025, 'Dairy': 1584.5281023885186, 'Meat': 528.1760341295062, 'Processed Foods': 528.1760341295062}",Food Processing,11201.17,"{'Landfill': 5906.119916913127, 'Composting': 3038.271103323445, 'Recycling': 1300.8606380034703}",12.42,High,133905.56
Mizoram,2011-06-01,889642,4077.53,"{'Fruits': 1019.382195914668, 'Vegetables': 1223.2586350976017, 'Grains': 815.5057567317344, 'Dairy': 611.6293175488008, 'Meat': 203.8764391829336, 'Processed Foods': 203.8764391829336}",Hospitality,4815.72,"{'Landfill': 2335.4881164083477, 'Composting': 798.8729755869604, 'Recycling': 684.1672285519614}",14.6,Medium,19951.49
Nagaland,2011-06-01,1988132,9112.28,"{'Fruits': 2278.068948536651, 'Vegetables': 2733.682738243981, 'Grains': 1822.455158829321, 'Dairy': 1366.8413691219905, 'Meat': 455.6137897073302, 'Processed Foods': 455.6137897073302}",Hospitality,9358.98,"{'Landfill': 5582.735149695206, 'Composting': 988.388650669943, 'Recycling': 1296.4256358286475}",12.2,Low,99640.28
Odisha,2011-06-01,42149093,193183.35,"{'Fruits': 48295.83663957292, 'Vegetables': 57955.0039674875, 'Grains': 38636.669311658334, 'Dairy': 28977.50198374375, 'Meat': 9659.167327914583, 'Processed Foods': 9659.167327914583}",Hospitality,207930.96,"{'Landfill': 116192.68105708946, 'Composting': 48652.16831841044, 'Recycling': 23614.207399691943}",21.32,Medium,44783766.46
Punjab,2011-06-01,28202375,129260.89,"{'Fruits': 32315.221499167958, 'Vegetables': 38778.26579900155, 'Grains': 25852.17719933437, 'Dairy': 19389.132899500775, 'Meat': 6463.044299833592, 'Processed Foods': 6463.044299833592}",Food Processing,143468.22,"{'Landfill': 78835.75861240651, 'Composting': 13048.984794740923, 'Recycling': 21419.54069333955}",27.55,High,20050051.98
Rajasthan,2011-06-01,69281090,317538.33,"{'Fruits': 79384.5824120623, 'Vegetables': 95261.49889447476, 'Grains': 63507.66592964984, 'Dairy': 47630.74944723738, 'Meat': 15876.91648241246, 'Processed Foods': 15876.91648241246}",Agriculture,331867.03,"{'Landfill': 209572.08720916466, 'Composting': 62039.01974057383, 'Recycling': 34799.117733505525}",10.16,High,120996708.95
Sikkim,2011-06-01,539303,2471.81,"{'Fruits': 617.9519334310966, 'Vegetables': 741.5423201173159, 'Grains': 494.3615467448773, 'Dairy': 370.7711600586579, 'Meat': 123.59038668621932, 'Processed Foods': 123.59038668621932}",Food Processing,2279.96,"{'Landfill': 1295.028087852603, 'Composting': 262.6838942668611, 'Recycling': 459.4649517473257}",22.56,Medium,7331.8
Tamil Nadu,2011-06-01,71047436,325634.08,"{'Fruits': 81408.52072121011, 'Vegetables': 97690.22486545212, 'Grains': 65126.81657696809, 'Dairy': 48845.11243272606, 'Meat': 16281.704144242023, 'Processed Foods': 16281.704144242023}",Food Processing,388019.14,"{'Landfill': 168128.71666253332, 'Composting': 97539.9514817871, 'Recycling': 47494.60951905117}",12.57,Low,127245067.12
Telangana,2011-06-01,35190660,161290.53,"{'Fruits': 40322.63223281979, 'Vegetables': 48387.15867938375, 'Grains': 32258.105786255837, 'Dairy': 24193.579339691874, 'Meat': 8064.526446563959, 'Processed Foods': 8064.526446563959}",Food Processing,137425.17,"{'Landfill': 111957.88983507043, 'Composting': 24805.637136960253, 'Recycling': 20718.26090280307}",33.9,Low,31217561.67
Tripura,2011-06-01,3225582,14783.92,"{'Fruits': 3695.9801334197787, 'Vegetables': 4435.176160103734, 'Grains': 2956.784106735823, 'Dairy': 2217.588080051867, 'Meat': 739.1960266839558, 'Processed Foods': 739.1960266839558}",Retail,16362.56,"{'Landfill': 7589.228029810085, 'Composting': 3038.298924228252, 'Recycling': 2288.710957000583}",34.95,High,262277.17
Uttar Pradesh,2011-06-01,198760611,910986.13,"{'Fruits': 227746.53373566468, 'Vegetables': 273295.8404827976, 'Grains': 182197.22698853177, 'Dairy': 136647.9202413988, 'Meat': 45549.30674713294, 'Processed Foods': 45549.30674713294}",Hospitality,755645.4,"{'Landfill': 474725.191438083, 'Composting': 239872.91893153114, 'Recycling': 177641.84587682947}",23.46,Medium,995874885.67
Uttarakhand,2011-06-01,10154234,46540.24,"{'Fruits': 11635.060351658603, 'Vegetables': 13962.072421990324, 'Grains': 9308.048281326883, 'Dairy': 6981.036210995162, 'Meat': 2327.0120703317207, 'Processed Foods': 2327.0120703317207}",Agriculture,50156.56,"{'Landfill': 23511.558541448812, 'Composting': 6065.856665329386, 'Recycling': 5845.971661525678}",19.03,Low,2599192.88
West Bengal,2011-06-01,90933308,416777.66,"{'Fruits': 104194.41585376547, 'Vegetables': 125033.29902451856, 'Grains': 83355.53268301238, 'Dairy': 62516.64951225928, 'Meat': 20838.883170753095, 'Processed Foods': 20838.883170753095}",Food Processing,348527.03,"{'Landfill': 249749.6768954233, 'Composting': 117454.48321600766, 'Recycling': 78207.14135832591}",15.64,Low,208444344.87
Andhra Pradesh,2011-07-01,77415232,354819.82,"{'Fruits': 88704.95414442036, 'Vegetables': 106445.94497330443, 'Grains': 70963.9633155363, 'Dairy': 53222.972486652216, 'Meat': 17740.990828884074, 'Processed Foods': 17740.990828884074}",Agriculture,287186.29,"{'Landfill': 222899.36797780488, 'Composting': 72582.37470825262, 'Recycling': 47002.0702989376}",20.96,Low,151076522.68
Arunachal Pradesh,2011-07-01,1069231,4900.64,"{'Fruits': 1225.1610856953669, 'Vegetables': 1470.1933028344401, 'Grains': 980.1288685562936, 'Dairy': 735.0966514172201, 'Meat': 245.0322171390734, 'Processed Foods': 245.0322171390734}",Food Processing,4673.41,"{'Landfill': 3261.6561096397004, 'Composting': 928.1463724788422, 'Recycling': 557.0977002122258}",35.62,Low,28819.58
Assam,2011-07-01,26508748,121498.43,"{'Fruits': 30374.607214105632, 'Vegetables': 36449.528656926756, 'Grains': 24299.68577128451, 'Dairy': 18224.764328463378, 'Meat': 6074.921442821127, 'Processed Foods': 6074.921442821127}",Agriculture,126510.11,"{'Landfill': 67599.5891285406, 'Composting': 22708.61979357502, 'Recycling': 16425.341627449983}",24.13,Medium,17714241.86
Bihar,2011-07-01,102113630,468020.81,"{'Fruits': 117005.20141179905, 'Vegetables': 140406.24169415885, 'Grains': 93604.16112943925, 'Dairy': 70203.12084707942, 'Meat': 23401.040282359812, 'Processed Foods': 23401.040282359812}",Food Processing,456129.0,"{'Landfill': 324169.87916620687, 'Composting': 48196.881710873335, 'Recycling': 47294.11291744235}",32.17,Low,262852169.42
Chhattisgarh,2011-07-01,25802870,118263.16,"{'Fruits': 29565.78946270849, 'Vegetables': 35478.94735525019, 'Grains': 23652.63157016679, 'Dairy': 17739.473677625094, 'Meat': 5913.157892541698, 'Processed Foods': 5913.157892541698}",Agriculture,99332.85,"{'Landfill': 61350.61256363785, 'Composting': 13298.546688698692, 'Recycling': 13065.315371320154}",34.85,Medium,16783409.41
Goa,2011-07-01,1325158,6073.64,"{'Fruits': 1518.410801874535, 'Vegetables': 1822.092962249442, 'Grains': 1214.728641499628, 'Dairy': 911.046481124721, 'Meat': 303.682160374907, 'Processed Foods': 303.682160374907}",Household,5093.26,"{'Landfill': 3836.7165746711908, 'Composting': 632.4418511490605, 'Recycling': 1031.8389594559962}",39.08,High,44266.97
Gujarat,2011-07-01,60543218,277489.75,"{'Fruits': 69372.4376685557, 'Vegetables': 83246.92520226685, 'Grains': 55497.95013484457, 'Dairy': 41623.462601133426, 'Meat': 13874.487533711143, 'Processed Foods': 13874.487533711143}",Food Processing,292276.51,"{'Landfill': 182338.0445336071, 'Composting': 66491.74387622337, 'Recycling': 44462.168062927194}",11.56,Medium,92400674.08
Haryana,2011-07-01,25206661,115530.53,"{'Fruits': 28882.632730346115, 'Vegetables': 34659.15927641534, 'Grains': 23106.106184276894, 'Dairy': 17329.57963820767, 'Meat': 5776.5265460692235, 'Processed Foods': 5776.5265460692235}",Retail,127973.81,"{'Landfill': 66018.46523378888, 'Composting': 30128.16311812548, 'Recycling': 18129.203281217942}",10.65,Medium,16016764.29
Himachal Pradesh,2011-07-01,6158350,28225.77,"{'Fruits': 7056.443236140297, 'Vegetables': 8467.731883368357, 'Grains': 5645.154588912238, 'Dairy': 4233.865941684178, 'Meat': 1411.2886472280595, 'Processed Foods': 1411.2886472280595}",Household,27253.41,"{'Landfill': 18302.771117666663, 'Composting': 5097.668391677718, 'Recycling': 3385.654464147535}",13.02,Medium,956033.11
Jharkhand,2011-07-01,33270777,152491.06,"{'Fruits': 38122.76560980502, 'Vegetables': 45747.31873176603, 'Grains': 30498.21248784402, 'Dairy': 22873.659365883013, 'Meat': 7624.553121961005, 'Processed Foods': 7624.553121961005}",Retail,152862.89,"{'Landfill': 93040.74844732556, 'Composting': 25165.5662751301, 'Recycling': 25197.287679428082}",35.35,Medium,27904228.95
Karnataka,2011-07-01,62217698,285164.45,"{'Fruits': 71291.11234568497, 'Vegetables': 85549.33481482197, 'Grains': 57032.88987654798, 'Dairy': 42774.66740741098, 'Meat': 14258.222469136996, 'Processed Foods': 14258.222469136996}",Hospitality,308086.7,"{'Landfill': 187036.61419973226, 'Composting': 30263.79631566946, 'Recycling': 36236.877483338176}",34.71,Medium,97582515.83
Kerala,2011-07-01,33896072,155357.0,"{'Fruits': 38839.25000864448, 'Vegetables': 46607.100010373375, 'Grains': 31071.400006915585, 'Dairy': 23303.550005186687, 'Meat': 7767.850001728896, 'Processed Foods': 7767.850001728896}",Agriculture,174425.26,"{'Landfill': 103105.54671902748, 'Composting': 39210.43806730388, 'Recycling': 15810.078223222046}",34.31,High,28962956.95
Madhya Pradesh,2011-07-01,71149800,326103.25,"{'Fruits': 81525.81300688449, 'Vegetables': 97830.97560826139, 'Grains': 65220.65040550759, 'Dairy': 48915.487804130695, 'Meat': 16305.162601376898, 'Processed Foods': 16305.162601376898}",Food Processing,331443.01,"{'Landfill': 177285.79780474136, 'Composting': 62986.388371888876, 'Recycling': 59190.434909667885}",23.62,Low,127611997.18
Maharashtra,2011-07-01,110861196,508113.82,"{'Fruits': 127028.45447132661, 'Vegetables': 152434.14536559192, 'Grains': 101622.7635770613, 'Dairy': 76217.07268279596, 'Meat': 25405.690894265324, 'Processed Foods': 25405.690894265324}",Hospitality,436143.62,"{'Landfill': 264017.812261437, 'Composting': 151618.46608482348, 'Recycling': 82937.63668697535}",35.79,Low,309815582.31
Manipur,2011-07-01,2193853,10055.16,"{'Fruits': 2513.790027875399, 'Vegetables': 3016.5480334504787, 'Grains': 2011.0320223003193, 'Dairy': 1508.2740167252393, 'Meat': 502.75800557507984, 'Processed Foods': 502.75800557507984}",Retail,11158.5,"{'Landfill': 6167.938015948845, 'Composting': 2913.372216576836, 'Recycling': 1951.6383647980224}",37.42,High,121327.49
Meghalaya,2011-07-01,2351412,10777.31,"{'Fruits': 2694.326274650043, 'Vegetables': 3233.191529580052, 'Grains': 2155.4610197200345, 'Dairy': 1616.595764790026, 'Meat': 538.8652549300086, 'Processed Foods': 538.8652549300086}",Agriculture,12424.94,"{'Landfill': 5556.785986937066, 'Composting': 1528.8159284220724, 'Recycling': 1351.1586312677805}",30.76,Medium,139380.37
Mizoram,2011-07-01,880531,4035.77,"{'Fruits': 1008.9419901625088, 'Vegetables': 1210.7303881950104, 'Grains': 807.153592130007, 'Dairy': 605.3651940975052, 'Meat': 201.78839803250176, 'Processed Foods': 201.78839803250176}",Hospitality,3970.45,"{'Landfill': 2705.161884711142, 'Composting': 616.0930890442521, 'Recycling': 456.9905704539715}",18.03,Medium,19544.91
Nagaland,2011-07-01,1990143,9121.49,"{'Fruits': 2280.3725668644547, 'Vegetables': 2736.4470802373457, 'Grains': 1824.298053491564, 'Dairy': 1368.2235401186729, 'Meat': 456.074513372891, 'Processed Foods': 456.074513372891}",Agriculture,9823.24,"{'Landfill': 5271.417554884176, 'Composting': 1939.7964350185514, 'Recycling': 1546.4997760571862}",33.07,Low,99841.9
Odisha,2011-07-01,41273278,189169.19,"{'Fruits': 47292.29844899567, 'Vegetables': 56750.75813879481, 'Grains': 37833.83875919654, 'Dairy': 28375.379069397404, 'Meat': 9458.459689799134, 'Processed Foods': 9458.459689799134}",Hospitality,192962.64,"{'Landfill': 116626.62414789246, 'Composting': 45390.88598946225, 'Recycling': 34447.15495582173}",24.49,Medium,42941980.66
Punjab,2011-07-01,27797621,127405.77,"{'Fruits': 31851.441347472264, 'Vegetables': 38221.72961696672, 'Grains': 25481.15307797781, 'Dairy': 19110.86480848336, 'Meat': 6370.288269494453, 'Processed Foods': 6370.288269494453}",Hospitality,108231.01,"{'Landfill': 71873.75505132628, 'Composting': 23459.291422992585, 'Recycling': 13570.087524167198}",39.27,Medium,19478674.87
Rajasthan,2011-07-01,68551048,314192.31,"{'Fruits': 78548.07651118765, 'Vegetables': 94257.69181342518, 'Grains': 62838.461208950124, 'Dairy': 47128.84590671259, 'Meat': 15709.615302237531, 'Processed Foods': 15709.615302237531}",Agriculture,328602.32,"{'Landfill': 176246.5009426854, 'Composting': 56112.827459743625, 'Recycling': 32746.14083604513}",11.52,Medium,118460166.21
Sikkim,2011-07-01,546363,2504.17,"{'Fruits': 626.0420688744124, 'Vegetables': 751.2504826492949, 'Grains': 500.83365509952995, 'Dairy': 375.62524132464745, 'Meat': 125.20841377488249, 'Processed Foods': 125.20841377488249}",Agriculture,2310.76,"{'Landfill': 1281.135480621675, 'Composting': 606.2292963170096, 'Recycling': 486.9413097093878}",37.68,Medium,7525.03
Tamil Nadu,2011-07-01,72286603,331313.6,"{'Fruits': 82828.40035180221, 'Vegetables': 99394.08042216265, 'Grains': 66262.72028144177, 'Dairy': 49697.04021108132, 'Meat': 16565.680070360442, 'Processed Foods': 16565.680070360442}",Retail,308821.66,"{'Landfill': 213207.55819148148, 'Composting': 67886.84492878939, 'Recycling': 39228.69560134435}",26.0,High,131722442.97
Telangana,2011-07-01,34883110,159880.92,"{'Fruits': 39970.230820826364, 'Vegetables': 47964.27698499164, 'Grains': 31976.18465666109, 'Dairy': 23982.13849249582, 'Meat': 7994.046164165273, 'Processed Foods': 7994.046164165273}",Food Processing,149558.19,"{'Landfill': 82160.89427671403, 'Composting': 19785.30553590248, 'Recycling': 22221.650227985505}",24.96,Medium,30674291.56
Tripura,2011-07-01,3138426,14384.45,"{'Fruits': 3596.1136893541448, 'Vegetables': 4315.336427224974, 'Grains': 2876.890951483316, 'Dairy': 2157.668213612487, 'Meat': 719.222737870829, 'Processed Foods': 719.222737870829}",Food Processing,12517.47,"{'Landfill': 8172.419732472288, 'Composting': 3765.4705799823682, 'Recycling': 1466.7706924133636}",31.94,Medium,248295.05
Uttar Pradesh,2011-07-01,197124261,903486.2,"{'Fruits': 225871.54959679782, 'Vegetables': 271045.85951615736, 'Grains': 180697.23967743828, 'Dairy': 135522.92975807868, 'Meat': 45174.30991935957, 'Processed Foods': 45174.30991935957}",Household,1011883.95,"{'Landfill': 504824.2043048839, 'Composting': 220098.16702518973, 'Recycling': 178310.68365377263}",24.36,Medium,979544772.81
