Shop ID,Name,Owner Name,City,State,Latitude,Longitude,Past Performance Score (0-100),Rice Capacity (kg),Rice Current Inventory (kg),Rice Price (INR/kg),Wheat Capacity (kg),Wheat Current Inventory (kg),Wheat Price (INR/kg),Dal Capacity (kg),Dal Current Inventory (kg),Dal Price (INR/kg),Sugar Capacity (kg),Sugar Current Inventory (kg),Sugar Price (INR/kg),Oil Capacity (kg),Oil Current Inventory (kg),Oil Price (INR/kg)
703,Rege-Gole,Krish Thakkar,Ahmedabad,Gujarat,23.06890784164901,72.53032895245255,69,1026,104,93.11,3186,100,94.87,4699,313,86.05,943,71,44.05,2002,2,92.97
704,Salvi LLC,Kashvi Gour,Lucknow,Uttar Pradesh,26.800929174922267,80.95266290509973,77,3160,438,98.48,733,55,38.72,3276,78,75.82,4674,222,72.53,920,213,77.01
705,Sen-Purohit,Vyanjana Som,Jaipur,Rajasthan,26.932785709163436,75.73773632696503,57,2672,227,72.94,3152,331,26.75,2096,211,26.58,1998,275,93.51,4858,295,53.82
706,Buch-Zacharia,Nihal Hans,Pune,Maharashtra,18.495823138374867,73.89425112265526,90,779,187,85.35,2874,323,40.74,979,7,53.46,1426,282,52.05,1949,306,25.26
707,Pall Inc,Bachittar Rege,Chennai,Tamil Nadu,13.129304750512869,80.29680377902508,88,3464,69,79.96,2772,238,21.51,3812,496,64.74,1122,263,35.39,927,467,84.78
708,Yogi Group,Anamika Sachar,Mumbai,Maharashtra,19.093610823141443,72.92209823053632,50,4477,317,75.96,1466,392,22.87,3718,158,34.99,1979,245,41.66,896,31,96.22
709,"Datta, Kapoor and Aggarwal",Samaksh Jayaraman,Jaipur,Rajasthan,26.872936492225087,75.8154823863345,52,3169,463,44.55,1389,230,93.19,2463,267,55.86,3537,340,88.32,1295,47,49.0
710,Misra Group,Peter Sarna,Chennai,Tamil Nadu,13.03751860123933,80.2567050465901,62,3393,289,24.57,4363,361,48.16,2642,148,68.08,3885,60,65.73,606,326,32.15
711,"Samra, Wali and Raghavan",Ekta Shankar,Pune,Maharashtra,18.52044011457102,73.84997291360197,77,2251,86,47.44,3900,380,52.86,4398,349,46.19,3818,411,56.4,4549,251,46.12
712,Kota Group,Prisha Ravel,Delhi,Delhi,28.62734241452866,77.23607806182639,98,4481,369,73.35,534,91,21.47,2572,445,82.48,733,470,31.97,597,198,66.61
713,Dubey-Majumdar,Lajita Munshi,Jaipur,Rajasthan,26.86763550201875,75.81405676285179,74,2861,361,28.2,4023,278,41.64,1795,90,87.24,2117,453,55.98,2403,403,45.35
714,Chowdhury Inc,Balvan Verma,Delhi,Delhi,28.61910693646534,77.20057975006875,82,4927,471,20.95,2263,446,84.38,1438,235,45.89,3191,258,42.28,4070,88,68.85
715,"Saini, Babu and Khosla",Siya Shan,Delhi,Delhi,28.585099405469865,77.22473534821701,87,4631,55,31.18,3791,108,69.24,1261,473,87.09,2530,452,95.45,3801,108,97.35
716,Bhavsar Inc,Yatan Venkataraman,Kolkata,West Bengal,22.61061567379215,88.33547406791764,55,2208,112,77.26,2988,316,80.3,2169,288,28.29,886,456,90.73,542,290,73.66
717,"Bandi, Sekhon and Bava",Balveer Ram,Pune,Maharashtra,18.53117521222527,73.83623014775719,93,3186,12,97.82,3200,167,55.78,4362,409,87.02,2134,6,26.71,2077,107,49.01
718,Basu Group,Ranveer Manne,Ahmedabad,Gujarat,23.06558072973165,72.53397242689923,94,3395,439,98.65,2058,299,44.78,3185,473,32.22,4633,187,61.33,4690,407,94.86
719,Kaur-Zacharia,Mitali Modi,Bangalore,Karnataka,12.953162734376335,77.60908326040223,81,3276,17,59.52,2776,469,58.62,4399,355,26.63,1684,3,38.0,4783,39,65.25
720,Bhalla and Sons,Triya Ganesan,Chennai,Tamil Nadu,13.100919388062662,80.2675154141301,94,1619,181,89.55,4506,407,45.85,2431,167,71.34,2467,230,52.86,884,460,30.27
721,"Mann, Kaur and Nagar",Chaitaly Bhagat,Mumbai,Maharashtra,19.11502150026362,72.85644095964656,96,3488,460,78.95,4939,434,87.12,4439,192,57.75,740,132,90.15,3971,51,59.92
722,"Nagi, Khalsa and Mittal",Ubika Seth,Bangalore,Karnataka,12.988286666055092,77.62693094298207,70,4759,112,60.08,1603,441,43.81,1626,186,92.63,1061,394,62.2,4077,111,72.29
723,Verma and Sons,Xiti Chowdhury,Kolkata,West Bengal,22.574186190271234,88.34065926767279,65,4743,228,65.82,1919,217,72.78,3797,270,49.06,2499,124,46.74,3738,294,87.06
724,Mital-Maharaj,Krishna Ramaswamy,Chennai,Tamil Nadu,13.101504444383602,80.24488888835542,70,694,170,30.98,1978,221,30.96,1703,113,42.97,2429,14,36.63,2196,67,94.92
725,Gill Ltd,Ekiya Seshadri,Kolkata,West Bengal,22.556334554676912,88.31583276309176,60,1162,294,95.01,4414,160,74.95,4635,384,60.06,3279,447,84.03,2634,188,45.39
726,"Sane, Tandon and Batta",Praneel Setty,Hyderabad,Telangana,17.429884595583115,78.43984218215112,86,979,188,48.15,4242,15,93.06,4272,10,56.48,2175,481,69.96,4392,331,32.44
727,Raj-Vohra,Suhani Chana,Bangalore,Karnataka,12.962028974725488,77.5976937678412,85,4718,425,55.69,3456,277,68.69,1019,54,47.55,3015,12,57.45,3036,208,25.91
728,Saha-Rege,Ekiya Gade,Kolkata,West Bengal,22.5492675196662,88.3863856499315,84,1923,464,73.73,1882,496,64.79,2783,257,75.5,2177,117,37.4,4821,64,79.07
729,Mital Group,Gavin Comar,Jaipur,Rajasthan,26.95874992408876,75.78920322801295,68,3208,78,46.71,3074,56,96.89,982,64,80.76,4641,239,46.74,2892,61,83.61
730,Yogi Group,Janani Chada,Kolkata,West Bengal,22.598830903202195,88.35939188895075,69,3675,145,40.34,3884,61,70.19,2977,478,88.24,4246,262,96.79,4315,464,52.75
731,Kar LLC,Yasti Dutta,Mumbai,Maharashtra,19.078129604765415,72.92530138232793,67,4314,406,70.48,2069,497,40.76,3593,171,97.83,3856,359,61.61,795,257,51.67
732,"Dhawan, Sheth and Bhardwaj",Lajita Bassi,Kolkata,West Bengal,22.52429476648896,88.39091582117571,96,2514,181,22.0,2394,362,43.39,842,271,41.33,2151,5,52.06,913,133,96.34
733,"Sachar, Saha and Wagle",Gautami Doctor,Jaipur,Rajasthan,26.87442072291206,75.76385828329586,90,4289,498,77.66,2743,465,76.42,1962,149,77.29,4677,439,61.71,2495,491,93.33
734,Rama and Sons,Maanav Gola,Chennai,Tamil Nadu,13.06688037054922,80.2946026557788,98,2943,285,61.12,2366,326,78.83,1702,361,51.54,4341,319,82.32,503,121,38.66
735,Jani-Narayanan,Oni Morar,Pune,Maharashtra,18.505209559316828,73.84387392949064,63,1411,249,68.46,528,241,44.28,2121,145,74.17,2941,230,47.21,677,330,82.46
736,"Brar, Sengupta and Prabhakar",Sanaya Mani,Chennai,Tamil Nadu,13.097345874163794,80.31811944438164,64,3713,353,70.55,1205,89,47.63,2898,430,58.08,1094,433,34.3,1245,170,69.82
737,Wason Ltd,Jacob Deep,Bangalore,Karnataka,12.923959496464553,77.63445606046749,80,2864,313,62.16,1520,71,99.28,4096,208,99.5,3112,29,66.79,4854,209,32.34
738,Behl LLC,Aarush Kulkarni,Mumbai,Maharashtra,19.08661465649335,72.85681442477852,50,4129,195,66.6,2563,325,28.16,4035,285,78.31,4596,21,73.22,1151,295,48.54
739,Baral-Bora,Tara Tank,Kolkata,West Bengal,22.53783277856627,88.40384552125461,52,3972,322,74.7,1946,29,52.37,3377,9,96.2,1996,408,77.02,4389,88,34.2
740,Kalla Group,Abdul Tak,Jaipur,Rajasthan,26.956137843816435,75.79762918057149,65,1180,70,80.25,4164,358,25.0,2890,226,86.8,4055,155,90.56,3771,166,43.61
741,Natarajan LLC,Teerth Soni,Pune,Maharashtra,18.5375642281546,73.86492087597682,72,1109,247,78.2,3487,406,85.69,3851,185,92.23,3858,117,49.69,2982,27,69.22
742,Kakar and Sons,Nimrat Sathe,Ahmedabad,Gujarat,23.066772431909413,72.59991895431484,60,2656,145,89.57,4102,287,27.39,3413,61,85.15,2101,339,26.03,789,237,50.02
743,"Dalal, Srinivas and Kibe",Abeer Konda,Hyderabad,Telangana,17.389448233280028,78.53297683502532,61,4366,105,35.16,4185,85,73.92,1689,84,56.73,1414,422,96.67,1302,335,51.52
744,"Jayaraman, Ranganathan and Khatri",Sarthak Bawa,Kolkata,West Bengal,22.55916807482614,88.33643812680067,59,871,262,52.09,3868,233,24.52,2840,463,40.14,2344,450,54.8,3030,62,63.17
745,"Nagy, Mandal and Rai",Manbir Bhakta,Pune,Maharashtra,18.484480294889266,73.8689413641566,81,1115,295,95.82,4081,234,73.83,4080,133,49.63,2495,388,69.86,733,447,26.98
746,Walla-Parmer,Balhaar Dhillon,Lucknow,Uttar Pradesh,26.828214703913254,80.92382373249752,65,2753,69,51.73,3262,312,87.44,2103,322,21.62,594,192,73.3,907,254,79.1
747,Lal-Parsa,Chanchal Narula,Chennai,Tamil Nadu,13.085426518091527,80.31134209639144,57,4638,469,29.99,4537,364,51.91,3797,296,61.92,992,398,63.72,1193,395,52.14
748,"Tank, Shukla and Chaudhari",Chandran Chopra,Mumbai,Maharashtra,19.06051922084942,72.9194485843132,87,1364,192,62.04,1072,264,61.77,1097,170,60.4,3569,345,36.42,1669,40,58.43
749,"Singh, Nagarajan and Jani",Pranav Edwin,Ahmedabad,Gujarat,23.044998116992407,72.57528130090395,61,1768,67,28.76,4588,286,52.12,1144,212,62.02,649,194,80.41,2977,499,97.94
750,Munshi-Sachdev,Peter Shah,Jaipur,Rajasthan,26.931399973730898,75.80630965582378,73,1284,493,36.23,1114,326,44.04,3402,460,97.92,1546,167,84.3,931,28,47.55
751,Kant Ltd,Balendra Chander,Delhi,Delhi,28.564684159077192,77.22209217902292,77,4678,304,99.87,4550,392,84.26,1263,17,92.92,3303,376,64.24,3044,278,71.86
752,Babu LLC,Ekantika Pillay,Ahmedabad,Gujarat,22.98592748509023,72.61719341210568,57,2737,51,63.31,825,268,41.76,2142,313,32.94,898,488,59.08,1482,468,51.4
753,"Sahni, Merchant and Dua",Ekansh Sane,Delhi,Delhi,28.58808932941129,77.20906035711548,77,4554,369,42.72,4240,185,77.84,2797,59,49.51,4976,238,29.12,3660,79,91.54
754,Narayan and Sons,Brinda Sinha,Chennai,Tamil Nadu,13.12893102029878,80.28279085902177,85,1435,362,99.58,858,130,36.5,2672,87,53.92,1051,361,26.72,3544,50,87.74
755,Korpal-Tata,Jairaj Maharaj,Kolkata,West Bengal,22.59868543445145,88.36858596409752,75,4480,284,97.32,4277,290,39.99,2660,26,48.84,794,481,47.17,4424,111,39.33
756,"Nazareth, Kurian and Suresh",Odika Vohra,Bangalore,Karnataka,12.938174977982015,77.58915416387418,57,2838,404,55.26,2871,480,46.92,4249,67,83.88,1643,243,44.87,3812,360,75.34
757,"Swaminathan, Sharma and Ganguly",Shaurya Bhardwaj,Mumbai,Maharashtra,19.03969990630537,72.92719813693252,99,825,473,40.83,2221,276,67.13,3422,277,61.92,955,68,96.29,4818,300,25.21
758,"Pandey, Gara and Dey",Gagan Sule,Delhi,Delhi,28.649278492170467,77.1831977130317,77,2034,333,87.07,1849,319,56.35,1079,407,65.77,2053,94,82.69,2188,89,97.05
759,"Suresh, Gour and Bhargava",Prisha Nadig,Kolkata,West Bengal,22.533489331398105,88.37755386467533,77,3980,8,77.25,4196,350,79.61,4304,39,88.24,668,498,72.79,967,228,47.92
760,"Bandi, Borde and Bava",Irya Dayal,Ahmedabad,Gujarat,23.043672280574604,72.61951437317919,86,4361,250,74.96,4396,179,37.09,2868,108,84.47,2446,76,61.41,3116,149,86.55
761,Sachar and Sons,Zinal Tank,Jaipur,Rajasthan,26.884311747946995,75.78319634793773,90,2485,430,91.45,4760,289,20.85,4432,73,30.58,753,170,33.39,1845,242,45.47
762,"Kashyap, Bir and Dora",Pranit Kaul,Delhi,Delhi,28.62325609353788,77.1663081562027,85,3278,331,75.15,2096,479,82.12,3860,65,77.11,2876,0,98.28,2922,137,70.62
763,Kamdar PLC,Rishi Agarwal,Kolkata,West Bengal,22.52390295677571,88.31531900493958,76,1770,297,42.7,2127,376,85.73,1600,167,54.83,1820,405,50.0,1511,134,98.69
764,Prakash-Bhasin,Arjun Shroff,Bangalore,Karnataka,12.994812260684297,77.58010410564519,66,1140,434,75.51,3002,162,24.76,2170,261,43.57,3383,61,28.55,2177,456,90.14
765,"Subramanian, Sura and Babu",Sarthak Sachdeva,Mumbai,Maharashtra,19.122013560440546,72.87984596387216,58,4578,183,44.47,4308,270,68.87,2720,367,24.0,4107,206,59.5,4197,88,32.83
766,Wali PLC,Chakradev Nath,Delhi,Delhi,28.660605268142604,77.19827937758093,82,1867,178,80.74,692,375,50.26,716,273,58.98,2625,153,89.92,4566,493,63.8
767,Arora-Badal,Simon Apte,Lucknow,Uttar Pradesh,26.844390010646794,80.9680331175372,69,4542,197,69.58,3174,95,83.51,875,336,48.43,3996,273,90.98,2392,14,47.88
768,"Maharaj, Wason and Mangat",Baghyawati Kumar,Mumbai,Maharashtra,19.071823465039284,72.90583488406145,62,3075,127,26.19,4345,261,89.95,2109,357,40.12,2740,47,20.88,3369,332,54.75
769,Thakkar Ltd,Darika Mital,Hyderabad,Telangana,17.39150853124528,78.51386269109786,77,4103,19,61.03,3077,364,88.08,4606,236,75.57,900,136,90.9,4850,361,46.81
770,"Sani, Gola and Chhabra",Abeer Comar,Kolkata,West Bengal,22.582906430617054,88.3974407830842,97,2081,471,47.46,591,468,82.18,4339,214,81.56,2656,0,41.72,1986,173,46.88
771,Viswanathan and Sons,Harita Randhawa,Hyderabad,Telangana,17.370702934397002,78.52931940684317,78,2486,410,46.29,4734,352,41.52,3439,365,39.58,2876,234,23.12,3839,89,63.4
772,Handa PLC,Parth Hari,Lucknow,Uttar Pradesh,26.87717531219897,80.900805673419,62,2740,421,68.18,980,287,84.95,4562,285,23.96,862,392,87.82,1916,212,35.36
773,"Krishnan, Pandya and Loke",Hamsini Srinivas,Lucknow,Uttar Pradesh,26.828866998965953,80.98100420896016,95,4466,327,45.79,3416,435,62.68,2113,377,87.9,4438,255,89.11,3346,342,62.99
774,Brar-Prakash,Balendra Deshpande,Ahmedabad,Gujarat,23.053327543955593,72.54678210781567,84,2605,64,82.15,4935,82,24.22,4179,148,20.8,4351,406,67.7,1857,60,42.32
775,Sharaf-Kohli,Nachiket Sharma,Jaipur,Rajasthan,26.90267643984623,75.82676427975777,55,628,181,25.66,1575,224,56.56,1796,317,94.97,3912,106,65.95,4560,363,43.12
776,"Kara, Mital and Buch",Turvi Sachdev,Lucknow,Uttar Pradesh,26.886838309664192,80.91158070246416,67,4496,240,72.83,3013,411,95.37,4496,393,70.21,2806,172,85.05,1891,219,79.1
777,"Balay, Chander and Ravi",Chandani Mutti,Pune,Maharashtra,18.562353102465604,73.9060255015423,100,1351,368,84.74,1298,222,91.03,1655,375,45.75,584,129,82.9,2078,60,22.37
778,Purohit-Soni,Sathvik Narula,Jaipur,Rajasthan,26.93850079234954,75.77447240664024,54,4603,23,73.83,4449,468,28.18,2866,106,39.72,2324,397,91.21,4249,306,50.48
779,Andra Ltd,Dominic Dixit,Hyderabad,Telangana,17.344072170223495,78.43996179483416,96,2576,383,59.78,1104,117,79.53,3391,140,20.72,4385,293,64.22,4125,165,52.6
780,Butala Group,Azaan Nori,Bangalore,Karnataka,13.016692859450256,77.60231225860383,74,3494,430,96.02,3479,481,84.46,2472,75,38.84,807,39,97.41,3003,11,58.81
781,Narula-Chandran,Noah Ramachandran,Mumbai,Maharashtra,19.10475490858588,72.85280013832623,51,4244,454,44.0,1097,191,41.71,1284,8,31.02,4857,446,99.69,3637,215,73.52
782,"Basak, Karpe and Kakar",Jackson Morar,Hyderabad,Telangana,17.39238412541045,78.47826038959073,59,3256,82,21.53,2032,78,57.73,4992,195,68.97,2421,337,29.32,3409,76,49.57
783,"Soman, Madan and Batra",Azad Magar,Mumbai,Maharashtra,19.05003989128935,72.84685929457349,79,2144,469,54.56,1013,77,76.88,1581,294,33.32,1130,15,87.96,3164,231,37.05
784,Mand PLC,Gabriel Taneja,Hyderabad,Telangana,17.345180368294955,78.48729579077349,99,4871,318,22.64,2377,146,55.12,2533,279,62.29,2871,126,59.99,899,111,90.79
785,"Bali, Gola and Murty",Kamya Seth,Jaipur,Rajasthan,26.866292996332568,75.74090188182915,94,3644,184,96.31,4472,106,29.02,2114,380,67.21,3800,372,51.01,4882,65,98.48
786,Johal PLC,Tarak Vohra,Mumbai,Maharashtra,19.040817792822995,72.89565499271339,54,742,438,36.79,4343,381,76.47,2916,117,43.84,4167,348,69.05,4457,181,21.6
787,Rao Inc,Parth Choudhury,Jaipur,Rajasthan,26.95744591705753,75.79546222929892,82,4585,315,83.11,2199,270,92.93,4153,289,22.81,1226,491,24.48,2733,422,63.72
788,Gaba-Khosla,Baljiwan Jaggi,Ahmedabad,Gujarat,23.030508883466947,72.57306983852263,50,670,98,81.97,1529,389,72.2,996,486,22.98,2148,202,60.52,2039,203,47.34
789,"Ramachandran, Zachariah and Narula",Sachi Toor,Lucknow,Uttar Pradesh,26.880665965570877,80.91058143503149,67,1152,61,37.42,1216,243,81.9,1004,60,22.11,4812,133,89.67,736,422,42.16
790,Dey-Brar,Vasudha Tella,Pune,Maharashtra,18.559809430253324,73.90134565131504,81,4012,285,69.7,4586,72,48.67,3886,424,79.13,1769,258,37.08,1427,370,46.86
791,"Pal, Bera and Chaudhari",Ranveer Oak,Ahmedabad,Gujarat,23.012594176247305,72.59771083636012,96,1999,476,23.85,1165,356,34.66,2708,388,45.44,818,13,54.11,919,205,71.11
792,Kata-Borra,Dayita Narang,Pune,Maharashtra,18.518033573330108,73.85645398521461,98,2599,21,58.69,2708,467,71.42,3716,334,83.7,3975,65,95.16,4624,285,35.26
793,Ranganathan-Narain,Guneet Varty,Hyderabad,Telangana,17.355446088605472,78.4622309076504,60,2658,458,21.17,1579,353,46.22,4166,305,54.54,3278,479,54.29,2895,104,93.03
794,Mahajan Group,Samesh Bansal,Bangalore,Karnataka,12.980980248080963,77.54788096241286,70,2472,211,93.69,727,421,88.81,1908,387,56.24,3558,350,48.67,1160,241,57.29
795,Kari-Parekh,Lila Vig,Jaipur,Rajasthan,26.898835423842826,75.76682418024896,75,4425,125,98.09,648,25,29.81,4864,50,61.03,4634,458,55.24,3123,234,46.05
796,"Prashad, Sankaran and Grewal",Aayush Mukhopadhyay,Bangalore,Karnataka,12.972292043796184,77.5855412071817,74,2758,412,37.78,1569,209,54.68,4577,51,77.04,2102,341,61.56,4450,175,81.24
797,"Rai, Chada and Merchant",Gagan Nath,Ahmedabad,Gujarat,23.055174676802626,72.52616412574365,71,4539,498,36.65,1863,91,51.74,1977,121,41.88,2756,194,70.56,949,210,21.31
798,Borah Inc,Chakradhar Chauhan,Hyderabad,Telangana,17.40436180574738,78.51381228158519,76,2535,424,80.3,2255,124,95.04,2897,166,29.73,1329,113,84.06,879,30,54.55
799,Dube-Rai,Arin Muni,Lucknow,Uttar Pradesh,26.879178785627776,80.94776594058565,98,3771,41,40.27,1019,434,32.25,609,7,64.48,1355,158,56.17,1750,234,48.42
800,"Dube, Ramachandran and Nadig",Ekani Iyer,Mumbai,Maharashtra,19.0799094552736,72.855947242637,62,1357,97,91.61,4044,72,20.79,4054,368,46.16,3148,160,85.4,2959,241,47.06
801,Chhabra-Chand,Bhavini Malhotra,Pune,Maharashtra,18.56350099708853,73.84588239632835,82,4323,448,65.91,2822,479,39.05,1149,44,55.4,2358,253,62.7,3498,490,46.97
802,Morar Group,Ridhi Dalal,Chennai,Tamil Nadu,13.109254675051586,80.22070116347554,83,1549,30,48.06,1602,122,85.62,1999,343,71.76,1602,471,47.08,4951,152,22.5
803,Madan-Chaudry,Manthan Dugar,Jaipur,Rajasthan,26.86853309556433,75.77351762547987,90,4490,157,86.62,1097,308,36.75,1095,244,59.53,2981,384,72.64,2801,195,32.17
804,Chahal and Sons,Ishwar Aurora,Jaipur,Rajasthan,26.959707816297236,75.75991253312498,84,798,111,59.47,3773,183,39.27,1478,283,69.62,2320,427,77.42,1226,497,31.35
805,Sen-Vala,Samuel Palla,Kolkata,West Bengal,22.523609060668903,88.35764819266082,50,1423,401,92.93,4549,186,30.39,1230,374,63.54,2579,14,64.64,1967,434,99.09
806,Chauhan-Bal,Anika Dhaliwal,Bangalore,Karnataka,12.926790094358731,77.5637118709496,70,4732,246,94.24,3105,197,77.23,556,106,79.18,3658,36,24.53,3228,268,21.77
807,Pandya PLC,Yash Garg,Kolkata,West Bengal,22.59577247365642,88.37796355928026,97,4806,121,33.23,2688,77,25.53,2743,26,76.47,2940,154,33.59,3652,483,33.37
808,Nair Group,Deepa Nigam,Jaipur,Rajasthan,26.947242537909055,75.77956291970136,55,3299,272,20.19,1088,347,46.5,2201,192,62.74,4184,485,42.82,4020,446,97.93
809,Manne Group,Chandresh De,Delhi,Delhi,28.653504079965725,77.24080267491387,77,4562,293,98.71,4972,185,42.6,1786,417,74.31,1755,431,42.61,3854,383,70.26
810,Chad-Kibe,Urishilla Bedi,Bangalore,Karnataka,12.93976139677566,77.58169410081578,66,4545,397,92.49,1907,343,64.41,611,336,89.88,3457,26,73.87,915,169,56.05
811,"Verma, Gara and Rai",Leela Bhagat,Kolkata,West Bengal,22.56317511686151,88.33594884346891,54,2302,470,24.44,3890,252,78.43,1701,356,54.58,4151,491,21.47,1099,437,26.3
812,Dewan LLC,Pooja Ramanathan,Kolkata,West Bengal,22.561919520102794,88.37296378339947,80,3213,472,86.64,3940,12,62.63,1447,61,53.02,2739,11,80.45,3574,356,73.57
813,Loyal-Tailor,Sanaya Parekh,Mumbai,Maharashtra,19.064068968116086,72.86914697155395,54,3353,206,56.62,2129,298,94.48,4621,61,81.14,2439,66,41.23,4674,322,31.02
814,Bhatnagar and Sons,Gaurangi Hora,Lucknow,Uttar Pradesh,26.86763208284726,80.91293213040011,87,3157,109,40.72,1494,75,96.12,1257,421,66.6,769,29,44.8,2067,335,73.69
815,Majumdar-Sama,Udyati Deep,Jaipur,Rajasthan,26.889284674245285,75.8001434047419,52,3846,439,90.3,2559,50,48.92,3888,281,25.68,4564,95,62.23,1594,473,98.33
816,Sule-Bose,Upadhriti Chatterjee,Kolkata,West Bengal,22.54913261375555,88.37405538792999,72,1971,277,35.73,3486,274,82.21,2341,120,91.37,4275,214,37.27,3443,231,62.56
817,Krishnamurthy-Koshy,Dayita Shroff,Hyderabad,Telangana,17.398215949918647,78.4496941372268,86,3449,450,95.78,900,148,79.1,4035,279,22.46,1612,193,90.76,4653,183,37.13
818,"Tandon, Hayre and Shankar",Vincent Kapur,Chennai,Tamil Nadu,13.042951596406649,80.27208544642068,86,1441,55,36.45,3355,218,91.44,2793,38,79.87,1148,134,26.83,1947,358,70.02
819,Deshmukh LLC,Aarna Patla,Jaipur,Rajasthan,26.879608922929528,75.83454199990402,59,2407,374,69.09,2724,121,55.84,1604,379,80.7,1679,289,55.55,1992,274,61.03
820,Randhawa LLC,Qadim Narayanan,Ahmedabad,Gujarat,22.988402500374026,72.53941957541281,59,1743,402,37.85,3912,210,62.44,1161,276,96.25,2642,31,87.95,3171,429,62.65
821,"Rai, Narayan and Sarraf",Sudiksha Sura,Pune,Maharashtra,18.51657161438131,73.89879945210966,68,4923,56,63.65,556,279,53.26,1408,93,24.33,516,372,69.27,1958,398,58.25
822,Sani-Deshpande,Dhruv Soman,Pune,Maharashtra,18.482912525714173,73.89174716147609,66,1966,427,74.72,2375,25,88.03,2356,430,67.75,616,38,43.39,1708,31,73.9
823,Nagi-Iyer,Indali Srinivas,Jaipur,Rajasthan,26.88980715893422,75.81800709038667,70,4457,481,35.22,4798,172,38.38,2811,114,54.23,2045,351,53.66,2712,176,65.76
824,Murthy-Goel,Onkar Mandal,Jaipur,Rajasthan,26.89693419522449,75.77086104542698,63,2466,290,61.67,4268,155,39.18,1289,175,46.45,3651,426,76.54,1854,404,98.96
825,Nagar-Manne,Joshua Trivedi,Hyderabad,Telangana,17.350732628000184,78.4485874391177,58,875,113,57.52,4797,237,49.81,671,120,27.23,3193,426,97.86,712,64,86.07
826,"Swaminathan, Kibe and Nanda",Nidra Chhabra,Mumbai,Maharashtra,19.09870567616154,72.88390727944027,95,762,380,25.68,1853,375,38.43,4860,12,65.01,4589,205,91.45,4394,197,41.18
827,Mand-Ramaswamy,Ekavir Mittal,Pune,Maharashtra,18.52533097714801,73.83789840203265,50,4862,384,85.46,2910,81,64.88,2486,484,58.32,1776,386,47.39,3463,26,78.06
828,Comar-Iyengar,Nandini Sachdev,Lucknow,Uttar Pradesh,26.81300353369316,80.97482056522611,100,3888,307,46.85,4811,491,30.76,2385,386,28.36,3740,429,99.86,3348,150,37.14
829,"Gole, Bala and Shenoy",Yagnesh Dutt,Hyderabad,Telangana,17.373435503852416,78.43921934139593,94,3895,340,65.97,3102,355,45.61,975,415,69.0,4288,415,20.28,3542,302,82.59
830,"Kadakia, Sarma and Manne",Leena Bhatti,Hyderabad,Telangana,17.347438283124134,78.51645473605372,62,2444,476,61.18,3434,489,93.08,1549,162,79.04,871,42,22.21,3534,478,31.8
831,"Biswas, Rege and Tata",Sathvik Sankar,Mumbai,Maharashtra,19.123025710972605,72.87146613281483,53,2393,197,61.06,522,412,52.74,4629,274,81.38,3307,483,85.91,2232,267,57.88
832,Mitter and Sons,Hema Keer,Hyderabad,Telangana,17.390898063409978,78.48680878802622,50,4134,420,28.58,2702,272,79.86,2811,397,92.43,655,336,35.96,3581,84,83.25
833,Dube-Sampath,Faras Sur,Kolkata,West Bengal,22.577243031607786,88.41060352752561,98,2152,320,53.88,1709,67,29.08,1661,175,52.76,3161,495,24.86,1770,499,42.41
834,Borah-Sen,Ubika Nanda,Bangalore,Karnataka,12.964559594357606,77.57548344240074,89,4641,178,56.19,2796,43,39.81,1315,469,96.25,964,258,38.97,2029,65,86.97
835,"Srinivas, Rattan and Warrior",Sai Goda,Kolkata,West Bengal,22.534449235876842,88.41005133389831,81,4392,384,78.69,1248,492,84.59,4266,336,89.23,4815,248,54.09,1581,132,71.53
836,"Sahota, Bansal and Parsa",Nidra Boase,Bangalore,Karnataka,13.016846711668785,77.567272738233,83,1099,218,87.2,1304,60,81.04,3422,378,43.72,2273,73,78.45,4031,392,51.8
837,"Yadav, Chada and Chopra",Ladli Narang,Lucknow,Uttar Pradesh,26.877578998456354,80.96391524124577,77,2412,276,63.6,633,122,50.89,1253,323,32.74,616,372,69.95,1651,403,53.87
838,Pant and Sons,Darsh Chana,Pune,Maharashtra,18.502054966526785,73.88834107849651,80,1792,436,26.94,4916,348,96.35,961,172,54.83,2603,318,39.01,2222,365,94.08
839,"Basu, Ratta and Narula",Liam Acharya,Jaipur,Rajasthan,26.94206813971914,75.76234678987925,57,1100,15,38.95,2937,195,92.85,3739,487,52.15,1874,366,60.26,1216,81,37.42
840,Cherian-Anne,Manthan Sethi,Ahmedabad,Gujarat,23.066029709854533,72.60646802606048,88,880,491,33.19,933,329,96.98,3202,274,66.06,3703,295,94.1,4699,380,75.47
841,Kuruvilla and Sons,Madhavi Sekhon,Pune,Maharashtra,18.561008706048124,73.80791567714775,75,4713,378,29.97,4171,408,54.23,580,63,66.67,4903,273,85.2,2690,318,76.58
842,"Venkataraman, Kant and Sehgal",Samesh Nadig,Ahmedabad,Gujarat,22.977683579911975,72.57628586650773,83,4137,60,49.27,4236,478,35.8,3304,100,80.0,4046,322,45.86,704,469,93.8
843,Raman-Sheth,Daksha Saran,Chennai,Tamil Nadu,13.063377659952215,80.25599585034524,52,2663,53,38.35,4539,322,70.13,1369,321,60.79,4477,358,98.58,4329,327,77.05
